"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","P3","P4","P5","P6","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P8_6","P8_7","P8_8","P8_9","P8_10","P8_11","P8_99","P9","P10_1","P10_2","P10_3","P10_4","P10_5","P10_6","P10_7","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12A","P13_1","P13_2","P13_3","P13_4","P13_5","P13_6","P13_7","P14","P15","P16","P17_1","P17_2","P17_3","P17_4","P17_5","P17_6","P17_7","P17_8","P18","P19","P20","P21","P22","P23_1","P23_2","P23_3","P23_4","P23_5","P24","P25_1","P25_2","P25_3","P25_4","P25_5","P25_6","P25_7","P25_8","P26_1","P26_2","P26_3","P26_4","P26_5","P26_6","P27","P28","P29","P30","P31_1","P31_2","P31_3","P31_4","P31_5","P31_6","P31_7","P31_8","P31_9","P31_10","P31_11","P31_12","P31_13","P32_1","P32_2","P32_3","P32_4","P32_5","P32_6","P33","P34_1","P34_2","P34_3","P34_4","P35","P36","P37","P38","P39_1","P39_2","P39_3","P39_4","P39_5","P40_1","P40_2","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion"
"1391",28830447,"SP","BAURU","Southeast","Countryside","Women",40,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Quite interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Convenience","Facebook","Instagram","WhatsApp",NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","Yes","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","Not much responsibility","Not much responsibility","No responsibility at all","Not much responsibility","No responsibility at all","Yes, a great deal","Minor","Minor","Minor","Major","Not impacted at all","Minor","Not impacted at all","Major","Major","Not impacted at all","Minor","Not impacted at all","Not impacted at all","Major","Activists or groups of activists","Never","Yes","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,"Church",NA,NA,"NGOs",NA,"No","No","No","No","No","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","Friends and family","Increased a fair amount","Don't trust","In paper vote (dropped in the ballot box)","Very worried","Slightly worried","Very worried","Slightly worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","High School","1 to 3 MWs","C","Evangelicals"
"1392",28842801,"SP","LINS","Southeast","Countryside","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","Facebook","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Does not use","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know","I participate in online polls on news sites or social media",NA,"I talk to friends or colleagues about the news.",NA,"Not at all","Yes","Often","Yes","I just sent a message warning that the information was not true","Not much responsibility","Not much responsibility","Not much responsibility","A fair amount of responsibility","A fair amount of responsibility","Yes, a great deal","Major","Minor","Minor","Major","Minor","Major","Minor","Major","Major","Minor","Minor","Minor","Minor","Major","Journalists or the press","Yes, occasionally","Yes","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,"Church",NA,NA,"NGOs",NA,"Yes","Yes","Yes","No","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Don't trust","In paper vote (dropped in the ballot box)","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Agility/speed in counting votes","Confidence in the independence and reliability of the electoral justice","High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals"
"1393",28843138,"SP","SERTaOZINHO","Southeast","Countryside","Women",42,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Not interested","Never",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Convenience","Facebook","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Does not use","Does not use","Not very much","No trust at all","Does not use","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Ignores",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, a fair amount","No","Hardly ever","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Minor","Moderate","Major","Unsure","Moderate","Moderate","Moderate","Moderate","Unsure","Moderate","Moderate","People in general","Never","No","Never",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,NA,NA,"Bar Association - OAB",NA,"Banking Institutions","No","No","No","Unsure","Unsure","No","It did not change","Disagree","Disagree","Disagree","Disagree","WHO/Anvisa","No change at all","Don't trust","In paper vote (dropped in the ballot box)","Not worried","Not worried","Not worried","Not worried","Not worried","Trust in the voting system (electronic ballot or paper ballot)","Confidence in the independence and reliability of the electoral justice","High School","Pardo (brown)","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","High School","1 to 3 MWs","C","Catholic"
"1394",28843058,"SP","GUARULHOS","Southeast","Metropolitan region","Women",37,"35-44 age","Terrible","Disapproves","Not very much","Center","Quite interested","Quite interested","a few times a week",NA,NA,NA,NA,NA,NA,"Alternative news services","WhatsApp or telephone",NA,NA,NA,NA,"Trusted content","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Great deal","Not very much","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Major","Major","Major","Major","Minor","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Activists or groups of activists","Yes, occasionally","No","Never",NA,"Judiciary",NA,NA,NA,NA,NA,"Industry and/or Agribusiness",NA,NA,"Bar Association - OAB",NA,NA,"No","Yes","No","No","No","Yes","Yes, for better","Disagree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Not very much","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Very worried","Confidence in the independence and reliability of the electoral justice","Guaranteeing that there is no internal interference (inside Brazil)","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals"
"1395",28843432,"SP","BEBEDOURO","Southeast","Countryside","Women",43,"35-44 age","Good","Strongly approves","Great deal","I never had a political orientation","Not interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Ease of access","Facebook","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Does not use","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","Yes","I just sent a message warning that the information was not true","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","Yes, a great deal","Major","Major","Minor","Major","Unsure","Major","Unsure","Major","Major","Major","Major","Unsure","Unsure","Major","Journalists or the press","Never","Yes","Yes, always",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,"NGOs",NA,"Yes","No","No","No","No","No","Yes, for worse","Agree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Not very much","Either one of the above","Very worried","Very worried","Very worried","Very worried","Slightly worried","Confidence in the independence and reliability of the electoral justice","Agility/speed in counting votes","Higher Education","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","Higher Education","1 to 3 MWs","C","Evangelicals"
"1396",28845116,"SP","DIADEMA","Southeast","Metropolitan region","Women",42,"35-44 age","Bad","Strongly disapproves","Unsure","I never had a political orientation","Mildly interested","Mildly interested","Less than once a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Great deal","Does not use","Does not use","Not very much","Not very much","Does not use","Great deal","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Sometimes","Yes","I just sent a message warning that the information was not true","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Unsure","Unsure","Major","Unsure","Major","Unsure","Major","Major","Major","Major","Unsure","Moderate","Major","Government, politicians, or political parties in my country","Never","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,NA,NA,"Industry and/or Agribusiness",NA,NA,NA,NA,NA,"Yes","Yes","Yes","No","No","No","Yes, for better","Agree","Disagree","Disagree","Disagree","Academia/Scientists","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","High School","Black","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","High School","1 to 3 MWs","C","Catholic"
"1397",28845168,"SP","BAURU","Southeast","Countryside","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Not interested","Mildly interested","Once a week",NA,NA,NA,NA,NA,NA,NA,"WhatsApp or telephone",NA,"Social media",NA,NA,"Free access or low price","Facebook","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,"News site/news agency","YouTube channel",NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Great deal","Not very much","No trust at all","No trust at all","Great deal","Indifferent","News from sources with different points of view","Ignores",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","Yes","Often","Yes","I didn't send a warning, but I also didn't share the same information anymore","No responsibility at all","No responsibility at all","No responsibility at all","A great deal of responsibility","Not much responsibility","Yes, a great deal","Moderate","Moderate","Major","Major","Major","Major","Major","Major","Not impacted at all","Major","Unsure","Unsure","Minor","Major","Friends and family","Never","Yes","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Press","Bar Association - OAB",NA,NA,"Yes","No","No","No","Yes","Yes","Yes, for better","Disagree","Agree","Disagree","Agree","Press","Increased a great deal","Great deal","Electronic ballot","Slightly worried","Very worried","Not worried","Slightly worried","Very worried","Guaranteeing my vote was counted","Convenience/ease of voting","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals"
"1398",28845191,"SP","PENaPOLIS","Southeast","Countryside","Women",40,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Mildly interested","a few times a week","Printed newspaper",NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Convenience","Facebook","Youtube","Instagram","WhatsApp",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Does not use","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Hardly ever","No",NA,"No responsibility at all","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Minor","Moderate","Major","Not impacted at all","Major","Unsure","Major","Major","Major","Minor","Unsure","Unsure","Major","I am not worried about it","Never","Yes","Yes, rarely",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,"Church",NA,NA,NA,NA,"No","No","No","Unsure","No","No","Yes, for worse","Disagree","Disagree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Slightly worried","Very worried","Slightly worried","Guaranteeing my vote was counted","Agility/speed in counting votes","High School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","High School","1 to 3 MWs","C","Evangelicals"
"1399",28858319,"SP","CAMPINAS","Southeast","Countryside","Women",39,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Quite interested","a few times a week",NA,NA,NA,NA,"Radio",NA,"Alternative news services",NA,NA,NA,NA,NA,"Ease of access","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","No trust at all","Does not use","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,"I participate in online polls on news sites or social media",NA,"I talk to friends or colleagues about the news.",NA,"Not at all","Yes","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Unsure","Unsure","Major","Major","Minor","Major","Major","Major","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Not impacted at all","Activists or groups of activists","Yes, rarely","No","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists","Businesses",NA,"Church",NA,NA,NA,NA,"Yes","No","Yes","No","No","Yes","It did not change","Disagree","Disagree","Disagree","Agree","WHO/Anvisa","No change at all","Not very much","Either one of the above","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no internal interference (inside Brazil)","Guaranteeing that there is no external interference (from other countries)","High School","Black","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals"
"1400",28858450,"SP","ATIBAIA","Southeast","Countryside","Women",40,"35-44 age","Terrible","Strongly disapproves","None at all","I no longer have a defined political orientation","Mildly interested","Quite interested","Once a day",NA,"Online newspaper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ease of access","Facebook","WhatsApp",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","Unsure","Ignores",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, but not very much","No","Often","No",NA,"No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","No responsibility at all","Yes, a great deal","Major","Major","Minor","Major","Minor","Major","Major","Major","Major","Major","Major","Unsure","Unsure","Major","I am not worried about it","Never","No","Never",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"Unsure","Unsure","Unsure","Unsure","Unsure","No","It did not change","Disagree","Disagree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a fair amount","Great deal","Electronic ballot","Slightly worried","Not worried","Slightly worried","Not worried","Slightly worried","Confidence in the independence and reliability of the electoral justice","None of the above","Elementary School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","Elementary School","1 to 3 MWs","C","Evangelicals"
"1401",28858459,"SP","SANTANA DE PARNAiBA","Southeast","Metropolitan region","Women",36,"35-44 age","Terrible","Strongly disapproves","None at all","Center","Quite interested","Quite interested","Once a day",NA,NA,NA,NA,NA,NA,"Alternative news services",NA,NA,NA,NA,NA,"Ease of access","Facebook","Instagram","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Not very much","No trust at all","Does not use","No trust at all","Not very much","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,NA,NA,"Not at all","No","Often","No",NA,"A fair amount of responsibility","Unsure","Unsure","Unsure","A great deal of responsibility","Yes, a great deal","Moderate","Major","Unsure","Major","Major","Major","Major","Major","Unsure","Unsure","Major","Major","Unsure","Unsure","Government, politicians, or political parties in my country","Yes, occasionally","No","Yes, rarely","Government",NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,NA,"Yes","Yes","Yes","Unsure","Unsure","Yes","Yes, for worse","Disagree","Agree","Agree","Disagree","Academia/Scientists","Increased a great deal","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing my vote was counted","Trust in the voting system (electronic ballot or paper ballot)","High School","White","Other","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Other religion"
"1402",28858467,"SP","CAMPINAS","Southeast","Countryside","Women",39,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Mildly interested","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","None at all","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Does not use","Does not use","Does not use","Does not use","Not very much","Does not use","Great deal","Shorter and concise news videos and texts","Unsure","Unsure",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","Unsure","Hardly ever","Unsure",NA,"No responsibility at all","Not much responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, but not very much","Minor","Minor","Minor","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Minor","Minor","Minor","Scientists","Never","No","Never","Government",NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,NA,"Yes","No","No","No","No","Yes","It did not change","Agree","Disagree","Disagree","Disagree","Federal government","No change at all","Not very much","Either one of the above","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","None of the above",NA,"Middle School","Black","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic"
"1403",28858481,"SP","DIADEMA","Southeast","Metropolitan region","Women",42,"35-44 age","Bad","Strongly disapproves","Unsure","I never had a political orientation","Mildly interested","Minimally interested","Never",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Easy to read content","None at all","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","I don't access online/digital media",NA,NA,NA,NA,NA,NA,"I don't access online/digital media","Great deal","Does not use","Does not use","Not very much","Not very much","Does not use","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a great deal","No","Never","No",NA,"A great deal of responsibility","No responsibility at all","No responsibility at all","A fair amount of responsibility","A fair amount of responsibility","Yes, a great deal","Major","Minor","Minor","Major","Minor","Minor","Minor","Major","Major","Moderate","Unsure","Unsure","Unsure","Major","Journalists or the press","Yes, always","No","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"Yes","Unsure","Unsure","Unsure","Unsure","Yes","Yes, for better","Disagree","Agree","Agree","Disagree","WHO/Anvisa","Increased a great deal","Not very much","Electronic ballot","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing my vote was counted","Confidence in the independence and reliability of the electoral justice","Middle School","Pardo (brown)","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","Elementary School","1 to 3 MWs","C","Evangelicals"
"1404",28858541,"SP","PRAIA GRANDE","Southeast","Countryside","Women",35,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Quite interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Trusted content","Youtube","Twiter","Instagram",NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources who share your point of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, but not very much","No","Sometimes","Yes","I sent a message warning that the information was not true along with the correct information","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Major","Moderate","Moderate","Major","Major","Major","Major","Major","Major","Major","Minor","Major","Unsure","Major","Government, politicians, or political parties from other countries (international)","Never","No","Yes, always",NA,NA,NA,NA,"Police",NA,NA,NA,NA,"Press",NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","It did not change","Agree","Agree","Agree","Disagree","Press","Increased a great deal","Great deal","Electronic ballot","Very worried","Very worried","Very worried","Very worried","Slightly worried","Trust in the voting system (electronic ballot or paper ballot)","Agility/speed in counting votes","Middle School","Black","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","Elementary School","1 to 3 MWs","C","Catholic"
"1405",28858869,"SP","SERTaOZINHO","Southeast","Countryside","Women",42,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Mildly interested","Never",NA,NA,NA,NA,NA,NA,NA,"WhatsApp or telephone",NA,"Social media",NA,NA,"Ease of access","WhatsApp","Facebook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Great deal","Not very much","Great deal","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","No","Minor","Major","Major","Major","Minor","Major","Major","Major","Major","Major","Major","Moderate","Moderate","Major","People in general","Yes, always","No","Yes, rarely",NA,NA,NA,NA,NA,NA,NA,"Industry and/or Agribusiness",NA,NA,NA,NA,NA,"No","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Unsure","Unsure","Unsure","Unsure","Federal government","Increased a fair amount","Not very much","Unsure","Slightly worried","Slightly worried","Very worried","Slightly worried","Slightly worried","Guaranteeing my vote was counted","Guaranteeing that there is no external interference (from other countries)","High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","40-49 age","High School","1 to 3 MWs","C","Catholic"
"1406",28858911,"SP","MAUa","Southeast","Metropolitan region","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Extremely interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Ease of access","Other","WhatsApp","Youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","No trust at all","Not very much","Shorter and concise news videos and texts","News from sources who share your point of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,NA,NA,NA,NA,NA,"Not at all","No","Often","No",NA,"Not much responsibility","Not much responsibility","Not much responsibility","A fair amount of responsibility","Not much responsibility","Yes, a great deal","Minor","Minor","Minor","Major","Minor","Major","Major","Major","Major","Minor","Minor","Minor","Major","Major","Friends and family","Yes, rarely","No","Never",NA,NA,NA,NA,NA,NA,NA,"Industry and/or Agribusiness",NA,"Press",NA,NA,NA,"Yes","No","No","No","Yes","Yes","Yes, for worse","Agree","Agree","Disagree","Agree","Academia/Scientists","No change at all","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Convenience/ease of voting","Confidence in the independence and reliability of the electoral justice","High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals"
"1407",28858917,"SP","BAURU","Southeast","Countryside","Women",39,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Convenience","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Does not use","Great deal","Great deal","Does not use","Does not use","Does not use","Shorter and concise news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Not at all","No","Often","No",NA,"A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Not impacted at all","Major","Major","Major","Moderate","Major","Major","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Never","Never heard of fact-checking agencies","Yes, rarely",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,"Industry and/or Agribusiness","Church",NA,NA,NA,NA,"No","No","No","No","No","No","It did not change","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Slightly worried","Very worried","Confidence in the independence and reliability of the electoral justice","Guaranteeing that there is no internal interference (inside Brazil)","High School","White","Catholic","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Catholic"
