idEntrevista,ESTADO,CIDADE,REGIAO,TIPO,SEXO,IDADE1,IDADE,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P8_8,P8_9,P8_10,P8_11,P8_99,P9,P10_1,P10_2,P10_3,P10_4,P10_5,P10_6,P10_7,P11_1,P11_2,P11_3,P11_4,P11_5,P11_6,P11_7,P12_1,P12_2,P12_3,P12_4,P12_5,P12_6,P12_7,P12A,P13_1,P13_2,P13_3,P13_4,P13_5,P13_6,P13_7,P14,P15,P16,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P18,P19,P20,P21,P22,P23_1,P23_2,P23_3,P23_4,P23_5,P24,P25_1,P25_2,P25_3,P25_4,P25_5,P25_6,P25_7,P25_8,P26_1,P26_2,P26_3,P26_4,P26_5,P26_6,P27,P28,P29,P30,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P31_7,P31_8,P31_9,P31_10,P31_11,P31_12,P31_13,P32_1,P32_2,P32_3,P32_4,P32_5,P32_6,P33,P34_1,P34_2,P34_3,P34_4,P35,P36,P37,P38,P39_1,P39_2,P39_3,P39_4,P39_5,P40_1,P40_2,ESCOLAE,PF6,PF7,RENDAF,CLASSE,IDAT,ESCT,RENT,CLAST,RELT
28845186,MG,TEoFILO OTONI,Sudeste,Interior,Mulheres,36,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Muito interessado,Muito interessado,Uma vez por dia,Jornal impresso, , , , , , , , ,Pelas redes sociais, , ,Facilidade de acesso,Instagram,WhatsApp, , , , , ,Publicacao digital,Publicacao impressa,TV/Canal por assinatura/ Streaming, , , , ,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Nao confio nada,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Depende do conteudo dos videos ou textos de noticias,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Nao,Nunca,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,Mais ou menos impactado,Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Muito impactado,Amigos e familiares,"Sim, sempre",Nao,Nao compartilha, , , , , ,Universidades / cientistas, , , , , , , ,Nao,Nao,Nao,Nao,Nao,Nao,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Agilidade na contagem de votos,Confianca na independencia e confiabilidade da justica eleitoral,Superior completo,Parda,Nenhuma,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Superior,De 1 a 3 SMs,C,Sem religiao
28858337,MG,CARANDAi,Sudeste,Interior,Mulheres,42,35 a 44 anos,otimo,Aprovo totalmente,Muita,Direita/ Centro-Direita,Muito interessado,Muito interessado,Uma vez por dia, , , , ,Radio, , , , , ,Podcasts, ,Conteudo de facil leitura,Instagram,TikTok,Youtube, , , , , , , , ,Canal no YouTube,Canal de audio/Podcast, ,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio muito,Confio pouco,Confio pouco,Confio pouco,Confio muito,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Ignora/Nem le, , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Pouca responsabilidade,Pouca responsabilidade,Pouca responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao e impactado,Muito impactado,Muito impactado,Pessoas em geral,Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,Nao compartilha,Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , , ,Igreja, , , , ,Nao,Nao,Sim,Nao,Nao,Sim,"Sim, para pior",Discordo,Concordo,Concordo,Discordo,Medicos e profissionais da saude,Nao mudou,Confio pouco,Nao sei,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Garantia de que nao ha interferencia interna (dentro do Brasil),Agilidade na contagem de votos,Fundamental completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Fundamental,De 1 a 3 SMs,C,Evangelicos
28859143,MG,CARANDAi,Sudeste,Interior,Mulheres,42,35 a 44 anos,otimo,Aprovo totalmente,Muita,Direita/ Centro-Direita,Muito interessado,Muito interessado,Uma vez por dia, , , , , ,Televisao, , , , , , ,Facilidade de acesso,WhatsApp,TikTok,Youtube, , , , , , , , , , ,Nenhum desses,SmartTV,Celular, , , , , ,SmartTV,Confio pouco,Nao utiliza,Nao utiliza,Confio pouco,Nao confio nada,Nao utiliza,Nao confio nada,Videos ou textos de noticias mais longos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Comenta, , ,Eu escrevo sobre a noticia jornalistica ou sobre o assunto, , , , , ,Nao confia,Sim,Frequentemente,Nao, ,Muita responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,"Sim, muito",Mais ou menos impactado,Nao sei,Nao sei,Pouco impactado,Nao sei,Muito impactado,Muito impactado,Muito impactado,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Mais ou menos impactado,Jornalistas ou empresas jornalisticas,"Sim, muitas vezes",Nao sei,Nao compartilha, , , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , , ,Igreja, , ,ONGs, ,Sim,Nao,Nao,Sim,Nao,Sim,"Sim, para melhor",Discordo,Discordo,Concordo,Discordo,Igreja,Aumentou muito,Confio muito,Urna eletrônica,Muito preocupado,Muito preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Certificacao de que meu voto foi computado,Garantia de que nao ha interferencia interna (dentro do Brasil),Fundamental completo,Branca,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Fundamental,De 1 a 3 SMs,C,Catolicos
28822187,RJ,RIO DE JANEIRO,Sudeste,Capital,Mulheres,36,35 a 44 anos,Bom,Aprovo,Alguma,Nunca tive posicao politica,Nao muito interessado,Muito interessado,Algumas vezes por semana, , , , ,Radio, ,Sites alternativos de noticias, , , , , ,Facilidade de acesso,WhatsApp,Instagram,TikTok, , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Nao confio nada,Nao utiliza,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Sim,as vezes,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Nao sei,Nao sei,Muito impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Pouco impactado,Pouco impactado,Amigos e familiares,"Sim, poucas vezes",Nao,"Sim, poucas vezes", , , , , ,Universidades / cientistas,Comercio, ,Igreja, , , , ,Sim,Nao,Sim,Nao,Nao,Sim,Nao alterou em nada,Discordo,Discordo,Discordo,Concordo,OMS / Anvisa,Nao mudou,Confio pouco,Tanto faz,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Garantia de que nao ha interferencia interna (dentro do Brasil),Garantia de que nao ha interferencia externa (de outros paises),Medio completo,Preta,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28843121,RJ,MESQUITA,Sudeste,RM,Mulheres,36,35 a 44 anos,Ruim,Desaprovo,Pouca,Ja tive posicao politica e hoje nao tenho mais,Algumas vezes tenho interesse,Extremamente interessado,Mais de uma vez por dia, ,Jornal digital, , , , , , , ,Pelas redes sociais, , ,Conforto,Instagram,Twiter,Facebook, , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Confio pouco,Confio muito,Confio muito,Confio muito,Confio pouco,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", ,Eu comento a noticia jornalistica nas redes sociais ou site, ,Eu compartilho a noticia jornalistica com conhecidos,Eu participo de votacao online em sites jornalisticos ou redes sociais, , , ,Nao confia,Nao,Frequentemente,Sim,Enviei uma mensagem avisando que a informacao nao era verdadeira junto a informacao correta,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Ativistas ou grupo de ativistas,"Sim, muitas vezes",Sim,"Sim, poucas vezes", , ,Poder Legislativo, , , , , , , ,Ordem dos advogados – OAB, , ,Sim,Sim,Sim,Sim,Sim,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou muito,Confio muito,Urna eletrônica,Muito preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Muito preocupado,Garantia de que nao ha interferencia interna (dentro do Brasil),Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Preta,Umbanda/Candomble/Cultos africanos,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Medio,De 1 a 3 SMs,C,Outras religiões
28845444,RJ,MANGARATIBA,Sudeste,Interior,Mulheres,42,35 a 44 anos,Ruim,"Nao aprovo, nem desaprovo",Nao sabe,Centro,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Algumas vezes por semana, , , , , ,Televisao,Sites alternativos de noticias, , , , , ,Conteudo de facil leitura,WhatsApp,Facebook,TikTok, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Nao confio nada,Confio pouco,Confio pouco,Confio pouco,Nao confio nada,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de fontes que compartilham seu ponto de vista/ emitem suas opiniões,Ignora/Nem le,"Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , , , , , , ,Nao confia,Nao sei,as vezes,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais",Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,"Sim, poucas vezes", , , , , , , , ,Igreja,Imprensa,Ordem dos advogados – OAB, , ,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao sei,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,Igreja,Aumentou um pouco,Confio pouco,Urna eletrônica,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Pouco preocupado,Garantia de que nao ha interferencia externa (de outros paises),Agilidade na contagem de votos,Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28830111,SP,CAMPINAS,Sudeste,Interior,Mulheres,44,35 a 44 anos,otimo,Aprovo totalmente,Muita,Nao sei,Algumas vezes tenho interesse,Muito interessado,Uma vez por dia, ,Jornal digital, , , ,Televisao, , , , , , ,Facilidade de acesso,Instagram,Facebook,Outro, , , , , , , , , , ,Nenhum desses,Celular,PC/desktop, , , , , ,Celular,Confio pouco,Nao utiliza,Nao utiliza,Confio pouco,Confio pouco,Nao confio nada,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Nao,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao e impactado,Muito impactado,Muito impactado,Muito impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Nao sei,Muito impactado,Amigos e familiares,"Sim, sempre",Sim,Nao compartilha,Governo, , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)",Policia, , , , , , , , ,Sim,Nao,Sim,Nao,Nao,Sim,"Sim, para pior",Concordo,Concordo,Concordo,Discordo,Governo Federal,Aumentou muito,Confio pouco,Urna eletrônica,Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Muito preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Garantia de que nao ha interferencia externa (de outros paises),Medio completo,Branca,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28830447,SP,BAURU,Sudeste,Interior,Mulheres,40,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Algumas vezes tenho interesse,Muito interessado,Algumas vezes por semana, , , , , ,Televisao, ,WhatsApp ou telefone, , , , ,Conforto,Facebook,Instagram,WhatsApp, , , , , , ,TV/Canal por assinatura/ Streaming, , , , ,Celular, , , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Sim,Frequentemente,Sim,"Nao avisei, porem nao compartilhei mais a mesma informacao",Pouca responsabilidade,Pouca responsabilidade,Nenhuma responsabilidade,Pouca responsabilidade,Nenhuma responsabilidade,"Sim, muito",Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Nao e impactado,Pouco impactado,Nao e impactado,Muito impactado,Muito impactado,Nao e impactado,Pouco impactado,Nao e impactado,Nao e impactado,Muito impactado,Ativistas ou grupo de ativistas,Nao/Nenhuma,Sim,Nao compartilha, , , , , ,Universidades / cientistas, , ,Igreja, , ,ONGs, ,Nao,Nao,Nao,Nao,Nao,Sim,"Sim, para pior",Discordo,Concordo,Discordo,Discordo,Amigos e familiares,Aumentou um pouco,Nao confio,Voto em papel (depositado em uma caixa),Muito preocupado,Pouco preocupado,Muito preocupado,Pouco preocupado,Nada preocupado,Agilidade na contagem de votos,Certificacao de que meu voto foi computado,Medio completo,Branca,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28842801,SP,LINS,Sudeste,Interior,Mulheres,38,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Muito interessado,Extremamente interessado,Mais de uma vez por dia, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Facilidade de acesso,Facebook,WhatsApp,Instagram, , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Nao utiliza,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , ,Eu compartilho a noticia jornalistica com conhecidos,Eu participo de votacao online em sites jornalisticos ou redes sociais, ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Sim,Frequentemente,Sim,Enviei uma mensagem apenas avisando que a informacao nao era verdadeira,Pouca responsabilidade,Pouca responsabilidade,Pouca responsabilidade,Alguma responsabilidade,Alguma responsabilidade,"Sim, muito",Muito impactado,Pouco impactado,Pouco impactado,Muito impactado,Pouco impactado,Muito impactado,Pouco impactado,Muito impactado,Muito impactado,Pouco impactado,Pouco impactado,Pouco impactado,Pouco impactado,Muito impactado,Jornalistas ou empresas jornalisticas,"Sim, muitas vezes",Sim,"Sim, poucas vezes", , , , , ,Universidades / cientistas, , ,Igreja, , ,ONGs, ,Sim,Sim,Sim,Nao,Nao,Sim,Nao alterou em nada,Discordo,Concordo,Discordo,Discordo,OMS / Anvisa,Aumentou um pouco,Nao confio,Voto em papel (depositado em uma caixa),Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Pouco preocupado,Agilidade na contagem de votos,Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Branca,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28843138,SP,SERTaOZINHO,Sudeste,Interior,Mulheres,42,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Esquerda/ Centro-Esquerda,Algumas vezes tenho interesse,Nao tenho interesse,Nao consumo noticias, , , , , ,Televisao, , , , , , ,Conforto,Facebook,WhatsApp, , , , , , , , , , , ,Nenhum desses,Celular, , , , , , ,Celular,Confio pouco,Nao utiliza,Nao utiliza,Confio pouco,Nao confio nada,Nao utiliza,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,Ignora/Nem le, , , , , , , ,Nenhuma das alternativas anteriores,"Sim, mais ou menos",Nao,Raramente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Pouco impactado,Mais ou menos impactado,Muito impactado,Nao sei,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Nao sei,Mais ou menos impactado,Mais ou menos impactado,Pessoas em geral,Nao/Nenhuma,Nao,Nao compartilha, , , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , , , , ,Ordem dos advogados – OAB, ,Instituicões Bancarias,Nao,Nao,Nao,Nao sei,Nao sei,Nao,Nao alterou em nada,Discordo,Discordo,Discordo,Discordo,OMS / Anvisa,Nao mudou,Nao confio,Voto em papel (depositado em uma caixa),Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Confianca no sistema operacional de eleicao (urna ou papel),Confianca na independencia e confiabilidade da justica eleitoral,Medio completo,Parda,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Medio,De 1 a 3 SMs,C,Catolicos
28843058,SP,GUARULHOS,Sudeste,RM,Mulheres,37,35 a 44 anos,Pessimo,Desaprovo,Pouca,Centro,Muito interessado,Muito interessado,Algumas vezes por semana, , , , , , ,Sites alternativos de noticias,WhatsApp ou telefone, , , , ,Conteudo confiavel,WhatsApp, , , , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio muito,Confio pouco,Confio pouco,Videos ou textos de noticias mais longos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim", , , , , , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Nao, ,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Alguma responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Muito impactado,Muito impactado,Pouco impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Ativistas ou grupo de ativistas,"Sim, muitas vezes",Nao,Nao compartilha, ,Poder Judiciario, , , , , ,Industria e/ou agronegocio, , ,Ordem dos advogados – OAB, , ,Nao,Sim,Nao,Nao,Nao,Sim,"Sim, para melhor",Discordo,Concordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou muito,Confio pouco,Voto impresso (impressao do voto da urna eletrônica),Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Garantia de que nao ha interferencia interna (dentro do Brasil),Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Medio,De 1 a 3 SMs,C,Evangelicos
28843432,SP,BEBEDOURO,Sudeste,Interior,Mulheres,43,35 a 44 anos,Bom,Aprovo totalmente,Muita,Nunca tive posicao politica,Nao tenho interesse,Extremamente interessado,Mais de uma vez por dia, , , , , , , , , ,Pelas redes sociais, , ,Facilidade de acesso,Facebook,WhatsApp,Instagram, , , , , , , , , , ,Nenhum desses,Celular, , , , , , ,Celular,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Confio pouco,Nao utiliza,Confio pouco,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,Nao confia,Nao,Frequentemente,Sim,Enviei uma mensagem apenas avisando que a informacao nao era verdadeira,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,"Sim, muito",Muito impactado,Muito impactado,Pouco impactado,Muito impactado,Nao sei,Muito impactado,Nao sei,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Nao sei,Muito impactado,Jornalistas ou empresas jornalisticas,Nao/Nenhuma,Sim,"Sim, sempre", , , ,"Forcas Armadas (Exercito, Marinha, Aeronautica)", , , , ,Igreja, , ,ONGs, ,Sim,Nao,Nao,Nao,Nao,Nao,"Sim, para pior",Concordo,Concordo,Discordo,Discordo,Medicos e profissionais da saude,Aumentou muito,Confio pouco,Tanto faz,Muito preocupado,Muito preocupado,Muito preocupado,Muito preocupado,Pouco preocupado,Confianca na independencia e confiabilidade da justica eleitoral,Agilidade na contagem de votos,Superior completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Superior,De 1 a 3 SMs,C,Evangelicos
28845116,SP,DIADEMA,Sudeste,RM,Mulheres,42,35 a 44 anos,Ruim,Desaprovo totalmente,Nao sabe,Nunca tive posicao politica,Algumas vezes tenho interesse,Algumas vezes tenho interesse,Menos que uma vez por semana, , , , , ,Televisao, , , ,Pelas redes sociais, , ,Facilidade de acesso,WhatsApp,Instagram, , , , , , , , , , , ,Nenhum desses,Celular,LapTop/notebook, , , , , ,Celular,Confio muito,Nao utiliza,Nao utiliza,Confio pouco,Confio pouco,Nao utiliza,Confio muito,Videos ou textos de noticias mais curtos,Noticias de diferentes pontos de vista,"Le, assiste ate o fim","Eu reajo a noticia jornalistica (ex. curtir, odiar, favoritar, etc)", , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, pouco",Nao,as vezes,Sim,Enviei uma mensagem apenas avisando que a informacao nao era verdadeira,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,Muita responsabilidade,"Sim, muito",Muito impactado,Nao sei,Nao sei,Muito impactado,Nao sei,Muito impactado,Nao sei,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao sei,Mais ou menos impactado,Muito impactado,"Governo, politicos ou de partidos politicos do meu pais",Nao/Nenhuma,Nunca ouvi falar em agencias de checagens,Nao compartilha, , , , , , , ,Industria e/ou agronegocio, , , , , ,Sim,Sim,Sim,Nao,Nao,Nao,"Sim, para melhor",Concordo,Discordo,Discordo,Discordo,Universidades / cientistas,Aumentou muito,Confio muito,Urna eletrônica,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Nada preocupado,Agilidade na contagem de votos,Certificacao de que meu voto foi computado,Medio completo,Preta,Catolica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,40 a 49 anos,Medio,De 1 a 3 SMs,C,Catolicos
28845168,SP,BAURU,Sudeste,Interior,Mulheres,38,35 a 44 anos,Pessimo,Desaprovo totalmente,Nenhuma,Nunca tive posicao politica,Nao tenho interesse,Algumas vezes tenho interesse,Uma vez por semana, , , , , , , ,WhatsApp ou telefone, ,Pelas redes sociais, , ,Gratuidade ou preco baixo,Facebook,WhatsApp, , , , , , , , ,Site noticioso/ agencia de noticia,Canal no YouTube, , ,Celular,PC/desktop, , , , , ,Celular,Confio pouco,Nao confio nada,Confio muito,Confio pouco,Nao confio nada,Nao confio nada,Confio muito,Indiferente/Tanto faz,Noticias de diferentes pontos de vista,Ignora/Nem le, , , ,Eu compartilho a noticia jornalistica com conhecidos, , ,Eu converso com amigos ou colegas sobre noticias jornalisticas, ,"Sim, mais ou menos",Sim,Frequentemente,Sim,"Nao avisei, porem nao compartilhei mais a mesma informacao",Nenhuma responsabilidade,Nenhuma responsabilidade,Nenhuma responsabilidade,Muita responsabilidade,Pouca responsabilidade,"Sim, muito",Mais ou menos impactado,Mais ou menos impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Muito impactado,Nao e impactado,Muito impactado,Nao sei,Nao sei,Pouco impactado,Muito impactado,Amigos e familiares,Nao/Nenhuma,Sim,Nao compartilha, , , , , , , , , ,Imprensa,Ordem dos advogados – OAB, , ,Sim,Nao,Nao,Nao,Sim,Sim,"Sim, para melhor",Discordo,Concordo,Discordo,Concordo,Imprensa,Aumentou muito,Confio muito,Urna eletrônica,Pouco preocupado,Muito preocupado,Nada preocupado,Pouco preocupado,Muito preocupado,Certificacao de que meu voto foi computado,Praticidade/simplicidade para votar,Medio completo,Parda,Protestante/Evangelica,"Entre de R$ 1.800,01 ate R$ 3.600,00 - De 1 e meio ate 3 SMs",C1,30 a 39 anos,Medio,De 1 a 3 SMs,C,Evangelicos
