raw.date,day,month,year,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,QuestType,SampleType,SampleSize,SampleMode,Question,Institute,SurveyName,Source,Notes
26-28.set.2010,28,sep,2010,Brazil,Lula,79.5,4,16.5,15.9,0.6,Ot-Bom,,,,,Sensus,,Rodrigues,
8.out.2010,8,oct,2010,Brazil,Lula,78,4,18,18,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
14-15.out.2010,15,oct,2010,Brazil,Lula,81,4,16,15,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
21.out.2010,21,oct,2010,Brazil,Lula,82,3,15,14,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
26.out.2010,26,oct,2010,Brazil,Lula,83,3,13,13,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
17-19.nov.2010,19,nov,2010,Brazil,Lula,83,4,13,13,0,Ot-Bom,,,,,Datafolha,,Rodrigues,
23-27.dez.2010,27,dec,2010,Brazil,Lula,83.4,2.2,14.5,13.7,0.8,Ot-Bom,,,,,Sensus,,Rodrigues,
27.dez.2010,27,dec,2010,Brazil,Dilma,69.2,6.4,24.6,17.6,7,Ot-Bom,,,,,Sensus,,Rodrigues,"actually taken dec 27, before inauguration, moved do jan 1st to avoid overlap"
15-16.mar.2011,16,mar,2011,Brazil,Dilma,47,7,46,34,12,Ot-Bom,,,,,Datafolha,,Rodrigues,
20-23.mar.2011,23,mar,2011,Brazil,Dilma,56,5,38,27,11,Ot-Bom,,,,,Ibope,,Rodrigues,
9-10.jun.2011,10,jun,2011,Brazil,Dilma,49,10,41,38,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
28-31.jul.2011,31,jul,2011,Brazil,Dilma,48,12,40,36,4,Ot-Bom,,,,,Ibope,,Rodrigues,
2-5.ago.2011,5,aug,2011,Brazil,Dilma,48,11,42,39,3,Ot-Bom,,,,,Datafolha,,Rodrigues,
7-12.ago.2011,12,aug,2011,Brazil,Dilma,49.2,9.3,41.7,37.1,4.6,Ot-Bom,,,,,Sensus,CNT-Sensus,Rodrigues,
ago.2011,,aug,2011,Brazil,Dilma,49.2,9.3,41.5,37.1,4.4,Ot-Bom,,,,,MDA,,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf,
16-20.set.2011,20,sep,2011,Brazil,Dilma,51,11,38,34,4,Ot-Bom,,,,,Ibope,,Rodrigues,
2-5.dez.2011,5,dec,2011,Brazil,Dilma,56,9,35,32,3,Ot-Bom,,,,,Ibope,,Rodrigues,
18-19.jan.2012,19,jan,2012,Brazil,Dilma,59,6,35,33,2,Ot-Bom,,,,,Datafolha,,Rodrigues,
16-19.mar.2012,19,mar,2012,Brazil,Dilma,56,8,36,34,2,Ot-Bom,,,,,Ibope,,Rodrigues,
18-19.abr.2012,19,apr,2012,Brazil,Dilma,64,5,30,29,1,Ot-Bom,,,,,Datafolha,,Rodrigues,
16-19.jun.2012,19,jun,2012,Brazil,Dilma,59,8,33,32,1,Ot-Bom,,,,,Ibope,,Rodrigues,
12-16.jul.2012,16,jul,2012,Brazil,Dilma,56.6,7.1,36.5,35.5,1,Ot-Bom,,,,,Sensus,CNT-Sensus,CNT website,
18-22.jul.2012,22,jul,2012,Brazil,Dilma,56.6,7,36.4,35.5,0.9,Ot-Bom,,,,,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf,
09.ago.2012,9,aug,2012,Brazil,Dilma,62,7,31,30,1,Ot-Bom,,,,,Datafolha,,Datfolha,
17-21.set.2012,21,sep,2012,Brazil,Dilma,62,7,30,29,1,Ot-Bom,,,,,Ibope,,Rodrigues,
6-9.dez.2012,9,dec,2012,Brazil,Dilma,62,7,30,29,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2012/12/14/52/20121214161201397964e.pdf,
13.dez.2012,13,dec,2012,Brazil,Dilma,62,7,31,30,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
8-11.mar.2013,11,mar,2013,Brazil,Dilma,63,7,30,29,1,Ot-Bom,,,,,Ibope,,"http://www.portaldaindustria.com.br/cni/publicacoes-e-estatisticas/publicacoes/2013/03/1,4053/pesquisa-cni-ibope-avaliacao-do-governo.html",
1-5.jun.2013,5,jun,2013,Brazil,Dilma,54.2,9,36.8,35.6,1.2,Ot-Bom,,,,,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf,
6-7.jun.2013,7,jun,2013,Brazil,Dilma,57,9,34,33,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
8-11.jun.2013,11,jun,2013,Brazil,Dilma,55,13,33,32,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130619124749672839o.pdf,
27-28.jun.2013,28,jun,2013,Brazil,Dilma,30,25,44,43,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
7-10.jul.2013,10,jul,2013,Brazil,Dilma,31.3,29.5,39.2,38.7,0.5,Ot-Bom,,,,,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20JULHO2013%20-%20R114%20-%20FINAL.pdf,
9-23.jul.2013,23,jul,2013,Brazil,Dilma,31,31,38,37,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130731165538474877o.pdf,
7-9.ago.2013,9,aug,2013,Brazil,Dilma,36,22,43,42,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2013/08/12/avaliacao-da-presidente-dilma.pdf,
1-4.set.2013,4,sep,2013,Brazil,Dilma,38.1,21.9,40,39.7,0.3,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf,
14-17.set.2013,17,sep,2013,Brazil,Dilma,37,22,40,39,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/09/27/52/20130927111334238494o.pdf,
11.out.2013,11,oct,2013,Brazil,Dilma,38,19,43,42,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2013/10/14/avaliacao-dilma.pdf,
1-4.nov.2013,4,nov,2013,Brazil,Dilma,39,22.7,38.3,37.7,0.6,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20NOVEMBRO2013%20-%20R116%20-%20FINAL.pdf,
28-29.nov.2013,29,nov,2013,Brazil,Dilma,41,17,42,40,2,Ot-Bom,,,,,Datafolha,,http://www1.folha.uol.com.br/poder/2013/12/1379068-aprovacao-de-dilma-sobe-para-41-mas-66-pedem-mudanca.shtml,
23.nov-2.dez.2013,2,dec,2013,Brazil,Dilma,43,20,36,35,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2013/12/13/52/20131213112444335098o.pdf,
9-14.fev.2014,14,feb,2014,Brazil,Dilma,36.4,24.8,38.7,37.9,0.8,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20FEVEREIRO2014%20-%20R117%20-%20FINAL.pdf,
19-20.fev.2014,20,feb,2014,Brazil,Dilma,41,21,38,37,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
14-17.mar.2014,17,mar,2014,Brazil,Dilma,36,27,37,36,1,Ot-Bom,,,,,Ibope,,http://arquivos.portaldaindustria.com.br/app/conteudo_24/2014/03/27/52/20140327120133549563i.pdf,
2-3.abr.2014,3,apr,2014,Brazil,Dilma,36,25,40,39,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
10-14.abr.2014,14,apr,2014,Brazil,Dilma,34,30,36,34,2,Ot-Bom,,,,,Ibope,,Rodrigues,
20-25.abr.2014,25,apr,2014,Brazil,Dilma,32.9,30.6,36.5,35.9,0.6,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%20CNT%20MDA/Relatorio%20SINTESE%20-%20CNT%20ABRIL2014%20-%20R118%20-%20FINAL.pdf,
7-8.mai.2014,8,may,2014,Brazil,Dilma,35,26,39,38,1,Ot-Bom,,,,,Datafolha,,http://media.folha.uol.com.br/datafolha/2014/05/09/site-evolucao-da-avaliacao-dilma-1.pdf,
15-19.mai.2014,19,may,2014,Brazil,Dilma,35,33,31,30,1,Ot-Bom,,,,,Ibope,,http://www.ibope.com/pt-br/noticias/Documents/JOB_0747_BRASIL%20-%20Relat%C3%B3rio%20de%20tabelas%20%28completo%29.pdf,
3-5.jun.2014,5,jun,2014,Brazil,Dilma,33,28,39,38,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
4-7.jun.2014,7,jun,2014,Brazil,Dilma,31,35,33,32,1,Ot-Bom,,,,,Ibope,,Rodrigues,
13-15.jun.2014,15,jun,2014,Brazil,Dilma,31,33,35,34,1,Ot-Bom,,,,,Ibope,,Rodrigues,
1-2.jul.2014,2,jul,2014,Brazil,Dilma,35,26,39,38,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
15-16.jul.2014,16,jul,2014,Brazil,Dilma,32,29,39,38,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
18-21.jul.2014,21,jul,2014,Brazil,Dilma,31,33,37,36,1,Ot-Bom,,,,,Ibope,,Rodrigues,
3-6.ago.2014,6,aug,2014,Brazil,Dilma,32,31,36,35,1,Ot-Bom,,,,,Ibope,,Rodrigues,
14-15.ago.2014,15,aug,2014,Brazil,Dilma,38,23,39,38,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
21-24.ago.2014,24,aug,2014,Brazil,Dilma,33.1,28.8,38.1,37.4,0.7,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,Rodrigues,
23-25.ago.2014,25,aug,2014,Brazil,Dilma,34,27,38,36,2,Ot-Bom,,,,,Ibope,,Rodrigues,
28-29.ago.2014,29,aug,2014,Brazil,Dilma,35,26,40,39,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
31.ago-2.set.2014,2,sep,2014,Brazil,Dilma,36,26,38,37,1,Ot-Bom,,,,,Ibope,,Rodrigues,
1-3.set.2014,3,sep,2014,Brazil,Dilma,36,24,39,38,1,Ot-Bom,,,,,Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
5-7.set.2014,7,sep,2014,Brazil,Dilma,37.5,23,39.5,39,0.5,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,Rodrigues,
5-8.set.2014,8,sep,2014,Brazil,Dilma,38,28,34,33,1,Ot-Bom,,,,,Ibope,,Rodrigues,
8-9.set.2014,9,sep,2014,Brazil,Dilma,36,24,39,38,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
13-15.set.2014,15,sep,2014,Brazil,Dilma,37,28,34,33,1,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
17-18.set.2014,18,sep,2014,Brazil,Dilma,37,24,39,38,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20-21.set.2014,21,sep,2014,Brazil,Dilma,37.4,25.1,37.5,36.8,0.7,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,Rodrigues,
20-22.set.2014,22,sep,2014,Brazil,Dilma,39,28,34,33,1,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
25-26.set.2014,26,sep,2014,Brazil,Dilma,37,22,40,39,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
27-28.set.2014,28,sep,2014,Brazil,Dilma,41,23.5,35.5,35,0.5,Ot-Bom,,,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,Rodrigues,
27-29.set.2014,29,sep,2014,Brazil,Dilma,38,28,34,33,1,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
29-30.set.2014,30,sep,2014,Brazil,Dilma,39,24,38,37,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
29.set-1.out.2014,1,oct,2014,Brazil,Dilma,39,26,35,33,2,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
1-2.out.2014,2,oct,2014,Brazil,Dilma,39,24,38,36,2,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
7-8.out.2014,8,oct,2014,Brazil,Dilma,39,27,35,33,2,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
8-9.out.2014,9,oct,2014,Brazil,Dilma,39,22,39,38,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
12-14.out.2014,14,oct,2014,Brazil,Dilma,43,25,32,31,1,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
14-15.out.2014,15,oct,2014,Brazil,Dilma,40,21,39,38,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20.out.2014,20,oct,2014,Brazil,Dilma,42,20,38,37,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://g1.globo.com/politica/noticia/2014/10/aprovacao-do-governo-e-de-42-indica-pesquisa-datafolha.html,
20.22.out.2014,22,oct,2014,Brazil,Dilma,45,23,32,31,1,Ot-Bom,,,,,Ibope,CNI-Ibope,Rodrigues,
2-3.dec.2014,3,dec,2014,Brazil,Dilma,42,24,33,,,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
dec.2014,,dec,2014,Brazil,Dilma,40,27,33,32,1,Ot-Bom,,,,,Ibope,CNI-Ibope,,
jan.2015,,jan,2015,Brazil,Dilma,29,42,,29,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
3-5.feb.2015,5,feb,2015,Brazil,Dilma,23,44,33,,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
fev.2015,,feb,2015,Brazil,Dilma,18,50,,31,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
mar.2015,,mar,2015,Brazil,Dilma,12,64,24,23,1,Ot-Bom,,,,,Ibope,CNI-Ibope,,
mar.2015,,mar,2015,Brazil,Dilma,14,57,,27,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.17.-mar.2015,17,mar,2015,Brazil,Dilma,13,62,24,,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
16.19.mar.2015,19,mar,2015,Brazil,Dilma,10.8,64.8,24.4,23.6,0.8,Ot-Bom,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/Not%C3%ADcias/2015/relatoriosintese127.pdf,
9.10.abr.2015,10,apr,2015,Brazil,Dilma,13,60,27,,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
abr.2015,,apr,2015,Brazil,Dilma,10,61,,29,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
mai.2015,,may,2015,Brazil,Dilma,9,69,,22,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
jun.2015,,jun,2015,Brazil,Dilma,7,73,,20,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
17.18.jun.2015,18,jun,2015,Brazil,Dilma,10,65,24,,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
jul.2015,,jul,2015,Brazil,Dilma,6,76,,18,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
12.16.jul.2015,16,jul,2015,Brazil,Dilma,7.7,70.9,21.4,20.5,0.9,Ot-Bom,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/pesquisa-cntmda-128-relatorio-sintese.pdf,
4.5.aug.2015,5,aug,2015,Brazil,Dilma,8,71,20,,1,Ot-Bom,,,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
ago.2015,,aug,2015,Brazil,Dilma,5,75,,18,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
set.2015,,sep,2015,Brazil,Dilma,4,82,,13,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
18.21.sep.2015,21,sep,2015,Brazil,Dilma,10,69,22,21,1,Ot-Bom,,2002,,,Ibope,CNI-Ibope,file: CNI-IBOPE Set2015.pdf,
out.2015,,oct,2015,Brazil,Dilma,4,81,,14,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
22.24.out.2015,24,oct,2015,Brazil,Dilma,8.8,70,21.2,20.4,0.8,Ot-Bom,,2002,Cotas-Personal,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Pesquisa%202015/Relatorio%20SINTESE%20-%20CNTMDA%20129.pdf,
nov.2015,,nov,2015,Brazil,Dilma,4,78,,17,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
25.26.nov.2015,26,nov,2015,Brazil,Dilma,10,67,22,,1,Ot-Bom,,3541,,"Na sua opini_o a presidente Dilma est_ fazendo um 
governo Ętimo, bom, regular, ruim ou p_ssimo?",Datafolha,,http://media.folha.uol.com.br/datafolha/2015/11/30/avaliacao_dilma.pdf,PO813824
15.dec.2015,15,dec,2015,Brazil,Dilma,9,70,,20,1,Ot-Bom,,,,,Ibope,CNI-Ibope,,
dez.2015,,dec,2015,Brazil,Dilma,5,77,,17,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
16.17.dez.2015,17,dec,2015,Brazil,Dilma,12,65,,22,1,Ot-Bom,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
jan.2016,,jan,2016,Brazil,Dilma,5,79,,15,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
18.21.fev.2016,21,feb,2016,Brazil,Dilma,11.4,62.4,25.2,,,Ot-Bom,,2002,,O (a) Sr.(a) avalia o governo da Presidente Dilma Rousseff como:,MDA,CNT-MDA,http://cnt.mdapesquisa.com.br/img/RelatorioSINTESE-CNTFEVEREIRO2016-R130-FINAL.pdf,
fev.2016,,feb,2016,Brazil,Dilma,5,75,,18,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
24.25.fev.2016,25,feb,2016,Brazil,Dilma,11,64,,25,1,Ot-Bom,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
mar.2016,,mar,2016,Brazil,Dilma,5,81,,14,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
17.18.mar.2016,18,mar,2016,Brazil,Dilma,10,69,,21,1,Ot-Bom,,,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
17.20.mar.2016,20,mar,2016,Brazil,Dilma,10,69,,19,1,Ot-Bom,,2002,,,Ibope,CNI-Ibope,http://arquivos.portaldaindustria.com.br/app/cni_estatistica_2/2016/03/30/31/Pesquisa_CNI-IBOPE_Avaliacao_do_Governo_Marco2016_Relatorio_de_divulgacao.pdf,
7.8.abr.2016,8,apr,2016,Brazil,Dilma,13,63,,24,1,Ot-Bom,,2779,,"Na sua opiniľo a presidente Dilma est_ faze
ndo um governo †timo, bom, 
regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://media.folha.uol.com.br/datafolha/2016/04/11/avaliacao-presidente-dilma.pdf,
abr.2016,,apr,2016,Brazil,Dilma,6,76,,17,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
mai.2016,,may,2016,Brazil,Dilma,9,69,,21,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
02.05.jun.2016,5,jun,2016,Brazil,Temer,11.3,28,,30.2,30.5,Ot-Bom,,2002,,"O (a) Sr. (a) avalia o governo do presidente Michel Temer como: Ótimo, Bom, Regular, Ruim, ou P_ssimo?",MDA,CNT/MDA,https://www.cnt.org.br/pesquisas,
07.09.jun.2016,9,jun,2016,Brazil,Temer,11,34,,33,21,Ot-Bom,,2000,,,Vox,CUT/Vox Populi,https://www.cut.org.br/noticias/pesquisa-cut-vox-populi-constata-que-para-sociedade-trabalhadores-sao-os-mais-pr-e97e,
jun.2016,,jun,2016,Brazil,Temer,6,43,,29,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
14.15.jul.2016,15,jul,2016,Brazil,Temer,14,31,,42,13,Ot-Bom,,2792,,"Na sua opinićo o presidente Michel Temer est_ fazendo um governo Ütimo, bom, regular, ruim ou p_ssimo?",Datafolha,Datafolha,http://datafolha.folha.uol.com.br/opiniaopublica/2016/07/1792812-governo-temer-e-aprovado-por-14.shtml,
jul.2016,,jul,2016,Brazil,Temer,7,48,,29,,Ot-Bom,,,,,IPSOS,,https://www.ipsos.com/sites/default/files/ct/news/documents/2018-10/ipsos_pulso_brasil_2018_09_-_one_pager_ptbr.pdf,
