raw.date,day,month,year,Date,Country,President,Positive,Negative,DK-Neutral,Neutral,DK,Sum,QuestType,Type,SampleType,SampleSize,SampleMode,Question,Institute,Institute_OLD,Validation_Institute,SurveyName,Source,Notes
15-17.fev.05,17,feb,2005,2005-02-17,Brazil,Lula,43,"13,9","43,7","39,9","3,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
10-14.mar.05,14,mar,2005,2005-03-14,Brazil,Lula,39,17,44,41,3,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
12-14.abr.05,14,apr,2005,2005-04-14,Brazil,Lula,42,16,"42,3","39,8","2,5",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
24-27.mai.05,27,may,2005,2005-05-27,Brazil,Lula,40,"18,8","41,6","38,3","3,3",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
31.mai-1.jun.05,1,jun,2005,2005-06-01,Brazil,Lula,35,18,46,45,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
2-6.jun.05,6,jun,2005,2005-06-06,Brazil,Lula,37,21,42,40,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
9-13.jun.05,13,jun,2005,2005-06-13,Brazil,Lula,35,22,43,41,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
16.jun.05,16,jun,2005,2005-06-16,Brazil,Lula,36,19,45,44,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
5-7.jul.05,7,jul,2005,2005-07-07,Brazil,Lula,40,20,"39,9","37,1","2,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
14-18.jul.05,18,jul,2005,2005-07-18,Brazil,Lula,36,24,41,40,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
21.jul.05,21,jul,2005,2005-07-21,Brazil,Lula,35,23,41,40,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
10.ago.05,10,aug,2005,2005-08-10,Brazil,Lula,31,26,42,41,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
13-17.ago.05,17,aug,2005,2005-08-17,Brazil,Lula,29,31,40,38,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
18-22.ago.05,22,aug,2005,2005-08-22,Brazil,Lula,29,31,40,38,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
6-8.set.05,8,sep,2005,2005-09-08,Brazil,Lula,36,24,"40,4","38,2","2,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
8-12.set.05,12,sep,2005,2005-09-12,Brazil,Lula,29,32,38,36,2,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
11-13.out.05,13,oct,2005,2005-10-13,Brazil,Lula,30,28,42,41,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
20-21.out.05,21,oct,2005,2005-10-21,Brazil,Lula,28,28,44,42,2,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
14-17.nov.05,17,nov,2005,2005-11-17,Brazil,Lula,31,29,"39,9","37,6","2,3",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
3-7.dez.05,7,dec,2005,2005-12-07,Brazil,Lula,29,32,39,37,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
13-14.dez.05,14,dec,2005,2005-12-14,Brazil,Lula,28,29,42,41,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
12-16.jan.06,16,jan,2006,2006-01-16,Brazil,Lula,33,27,40,39,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
1-2.fev.06,2,feb,2006,2006-02-02,Brazil,Lula,36,23,40,39,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
6-9.fev.06,9,feb,2006,2006-02-09,Brazil,Lula,38,"21,4","41,2",40,"1,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
20-21.fev.06,21,feb,2006,2006-02-21,Brazil,Lula,37,22,40,39,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
8-11.mar.06,11,mar,2006,2006-03-11,Brazil,Lula,38,22,40,39,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
16-17.mar.06,17,mar,2006,2006-03-17,Brazil,Lula,38,23,39,38,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
3-6.abr.06,6,apr,2006,2006-04-06,Brazil,Lula,38,"24,1","38,5","36,7","1,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
06-07.abr.06,7,apr,2006,2006-04-07,Brazil,Lula,37,23,39,38,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
18-21.mai.06,21,may,2006,2006-05-21,Brazil,Lula,38,"22,2","39,7","37,5","2,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
23-24.mai.06,24,may,2006,2006-05-24,Brazil,Lula,39,22,38,37,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
28-30.mai.06,30,may,2006,2006-05-30,Brazil,Lula,38,19,42,41,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
5-7.jun.06,7,jun,2006,2006-06-07,Brazil,Lula,44,19,37,36,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
4-6.jul.06,6,jul,2006,2006-07-06,Brazil,Lula,41,"19,3","39,8","38,5","1,3",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
17-18.jul.06,18,jul,2006,2006-07-18,Brazil,Lula,38,21,41,40,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
22-24.jul.06,24,jul,2006,2006-07-24,Brazil,Lula,39,23,37,36,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
29-31.jul.06,31,jul,2006,2006-07-31,Brazil,Lula,40,19,41,40,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
1-4.ago.06,4,aug,2006,2006-08-04,Brazil,Lula,44,"15,6","40,9","39,5","1,4",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
07-08.ago.06,8,aug,2006,2006-08-08,Brazil,Lula,45,18,37,36,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
7-9.ago.06,9,aug,2006,2006-08-09,Brazil,Lula,41,22,36,35,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
15-17.ago.06,17,aug,2006,2006-08-17,Brazil,Lula,41,21,39,37,2,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
21-22.ago.06,22,aug,2006,2006-08-22,Brazil,Lula,52,16,32,31,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
23-25.ago.06,25,aug,2006,2006-08-25,Brazil,Lula,44,17,40,38,2,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
29.ago.06,29,aug,2006,2006-08-29,Brazil,Lula,48,16,37,36,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
29-31.ago.06,31,aug,2006,2006-08-31,Brazil,Lula,43,18,39,38,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
04-05.set.06,5,sep,2006,2006-09-05,Brazil,Lula,48,18,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
5-7.set.06,7,sep,2006,2006-09-07,Brazil,Lula,46,19,36,35,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
9-11.set.06,11,sep,2006,2006-09-11,Brazil,Lula,49,16,34,33,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
11-12.set.06,12,sep,2006,2006-09-12,Brazil,Lula,46,18,36,35,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
18-19.set.06,19,sep,2006,2006-09-19,Brazil,Lula,48,18,35,34,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
18-20.set.06,20,sep,2006,2006-09-20,Brazil,Lula,43,19,38,37,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
22.set.06,22,sep,2006,2006-09-22,Brazil,Lula,46,18,35,34,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
20-22.set.06,22,sep,2006,2006-09-22,Brazil,Lula,43,20,37,36,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
24-26.set.06,26,sep,2006,2006-09-26,Brazil,Lula,44,21,36,35,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
27.set.06,27,sep,2006,2006-09-27,Brazil,Lula,47,17,35,34,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
6.out.06,6,oct,2006,2006-10-06,Brazil,Lula,49,17,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
10.out.06,10,oct,2006,2006-10-10,Brazil,Lula,49,17,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
10-11.out.06,11,oct,2006,2006-10-11,Brazil,Lula,45,20,34,33,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
16-17.out.06,17,oct,2006,2006-10-17,Brazil,Lula,51,15,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
18-19.out.06,19,oct,2006,2006-10-19,Brazil,Lula,50,15,34,33,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
23-24.out.06,24,oct,2006,2006-10-24,Brazil,Lula,53,15,32,31,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
24-25.out.06,25,oct,2006,2006-10-25,Brazil,Lula,51,15,33,32,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
7-10.dez.06,10,dec,2006,2006-12-10,Brazil,Lula,57,13,30,28,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
13.dez.06,13,dec,2006,2006-12-13,Brazil,Lula,52,14,35,34,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
19-20.mar.07,20,mar,2007,2007-03-20,Brazil,Lula,48,14,38,37,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
28.mar-2.abr.07,2,apr,2007,2007-04-02,Brazil,Lula,49,16,34,33,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
2-6.abr.07,6,apr,2007,2007-04-06,Brazil,Lula,50,"14,6","36,1","34,3","1,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
18-22.jun.07,22,jun,2007,2007-06-22,Brazil,Lula,48,14,"38,5","36,5",2,100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
28.jun-1.jul.07,1,jul,2007,2007-07-01,Brazil,Lula,50,16,34,33,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
01-02.ago.07,2,aug,2007,2007-08-02,Brazil,Lula,48,15,37,36,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
13.set-18.set.07,18,sep,2007,2007-09-18,Brazil,Lula,48,18,33,32,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
out.2007,,oct,2007,2007-10-01,Brazil,Lula,47,"16,5",37,"35,9","1,1",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,CNT Website,
30.nov-5.dez.07,5,dec,2007,2007-12-05,Brazil,Lula,51,17,41,31,10,109,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
11-16.fev.08,16,feb,2008,2008-02-16,Brazil,Lula,53,"13,7","33,8","32,5","1,3",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
19.mar-23.mar.08,23,mar,2008,2008-03-23,Brazil,Lula,58,11,31,30,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
25-27.mar.08,27,mar,2008,2008-03-27,Brazil,Lula,55,11,34,33,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
21-25.abr.08,25,apr,2008,2008-04-25,Brazil,Lula,58,"11,3","31,4","29,6","1,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
20.jun-23.jun.08,23,jun,2008,2008-06-23,Brazil,Lula,58,12,30,29,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
08-11.set.08,11,sep,2008,2008-09-11,Brazil,Lula,64,8,29,28,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
15-19.set.08,19,sep,2008,2008-09-19,Brazil,Lula,69,"6,8","24,4","23,2","1,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
19.set-22.set.08,22,sep,2008,2008-09-22,Brazil,Lula,69,8,24,23,1,101,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
25-28.nov.08,28,nov,2008,2008-11-28,Brazil,Lula,70,7,23,23,0,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
05.dez-08.dez.08,8,dec,2008,2008-12-08,Brazil,Lula,73,6,20,20,0,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
08-12.dez.08,12,dec,2008,2008-12-12,Brazil,Lula,71,"6,4","22,6","21,6",1,100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
26-30.jan.09,30,jan,2009,2009-01-30,Brazil,Lula,73,5,"22,5","21,7","0,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
11.mar-15.mar.09,15,mar,2009,2009-03-15,Brazil,Lula,64,10,26,25,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
16-19.mar.2009,19,mar,2009,2009-03-19,Brazil,Lula,65,8,27,27,0,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
27-29.mar.09,29,mar,2009,2009-03-29,Brazil,Lula,62,"7,6","30,1","29,1",1,100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
26-28.mai.2009,28,may,2009,2009-05-28,Brazil,Lula,69,6,25,24,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
25-29.mai.09,29,may,2009,2009-05-29,Brazil,Lula,69,"5,8","24,5","23,9","0,6",99,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
29.mai-01.jun.09,1,jun,2009,2009-06-01,Brazil,Lula,68,8,24,24,0,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
11-13.ago.2009,13,aug,2009,2009-08-13,Brazil,Lula,67,8,26,25,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
31.ago-04.set.09,4,sep,2009,2009-09-04,Brazil,Lula,66,"7,2","27,6","26,6",1,101,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
11-14.set.2009,14,sep,2009,2009-09-14,Brazil,Lula,69,9,22,22,0,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
16-20.nov.2009,20,nov,2009,2009-11-20,Brazil,Lula,70,"6,2","23,9","22,7","1,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
26-30.nov.2009,30,nov,2009,2009-11-30,Brazil,Lula,72,6,21,21,0,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
14-18.dez.2009,18,dec,2009,2009-12-18,Brazil,Lula,72,6,22,21,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
25-29.jan.2010,29,jan,2010,2010-01-29,Brazil,Lula,72,"5,8","22,9",22,"0,9",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
24-25.fev.2010,25,feb,2010,2010-02-25,Brazil,Lula,73,5,21,20,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
6-10.mar.2010,10,mar,2010,2010-03-10,Brazil,Lula,75,5,20,19,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
25-26.mar.2010,26,mar,2010,2010-03-26,Brazil,Lula,76,4,21,20,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
5-9.abr.2010,9,apr,2010,2010-04-09,Brazil,Lula,73,"5,9","21,4","20,2","1,2",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
15-16.abr.2010,16,apr,2010,2010-04-16,Brazil,Lula,73,5,23,22,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
13-18.abr.2010,18,apr,2010,2010-04-18,Brazil,Lula,76,5,18,18,0,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
10-14.mai.2010,14,may,2010,2010-05-14,Brazil,Lula,76,"4,4","19,6","19,2","0,4",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
20-21.mai.2010,21,may,2010,2010-05-21,Brazil,Lula,76,5,20,19,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
31.mai-3.jun.2010,3,jun,2010,2010-06-03,Brazil,Lula,76,5,21,20,1,102,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
19-21.jun.2010,21,jun,2010,2010-06-21,Brazil,Lula,75,3,20,20,0,98,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
27-30.jun.2010,30,jun,2010,2010-06-30,Brazil,Lula,76,4,20,19,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
20-23.jul.2010,23,jul,2010,2010-07-23,Brazil,Lula,77,4,20,19,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
26-29.jul.2010,29,jul,2010,2010-07-29,Brazil,Lula,77,4,19,18,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
31.jul-2.ago.2010,2,aug,2010,2010-08-02,Brazil,Lula,78,"4,6",18,"15,4","2,6",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
9-12.ago.2010,12,aug,2010,2010-08-12,Brazil,Lula,77,4,18,18,0,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
12-15.ago.2010,15,aug,2010,2010-08-15,Brazil,Lula,78,4,18,18,0,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
23-24.ago.2010,24,aug,2010,2010-08-24,Brazil,Lula,79,4,17,17,0,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
24-26.ago.2010,26,aug,2010,2010-08-26,Brazil,Lula,78,4,17,17,0,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
31.ago-2.set.2010,2,sep,2010,2010-09-02,Brazil,Lula,77,4,19,18,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
10-12.set.2010,12,sep,2010,2010-09-12,Brazil,Lula,78,"3,9","17,7","15,9","1,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
13-15.set.2010,15,sep,2010,2010-09-15,Brazil,Lula,78,4,19,18,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
14-16.set.2010,16,sep,2010,2010-09-16,Brazil,Lula,79,4,17,16,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
21-22.set.2010,22,sep,2010,2010-09-22,Brazil,Lula,78,4,17,17,0,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
21-23.set.2010,23,sep,2010,2010-09-23,Brazil,Lula,80,4,16,15,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
25-27.set.2010,27,sep,2010,2010-09-27,Brazil,Lula,77,4,18,18,0,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
26-28.set.2010,28,sep,2010,2010-09-28,Brazil,Lula,80,4,"16,5","15,9","0,6",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
8.out.2010,8,oct,2010,2010-10-08,Brazil,Lula,78,4,18,18,0,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
14-15.out.2010,15,oct,2010,2010-10-15,Brazil,Lula,81,4,16,15,1,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
21.out.2010,21,oct,2010,2010-10-21,Brazil,Lula,82,3,15,14,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
26.out.2010,26,oct,2010,2010-10-26,Brazil,Lula,83,3,13,13,0,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
17-19.nov.2010,19,nov,2010,2010-11-19,Brazil,Lula,83,4,13,13,0,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
23-27.dez.2010,27,dec,2010,2010-12-27,Brazil,Lula,83,"2,2","14,5","13,7","0,8",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,
27.dez.2010,27,dec,2010,2010-12-27,Brazil,Dilma,69,"6,4","24,6","17,6",7,100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,,Rodrigues,"actually taken dec 27, before inauguration, moved do jan 1st to avoid overlap"
15-16.mar.2011,16,mar,2011,2011-03-16,Brazil,Dilma,47,7,46,34,12,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
20-23.mar.2011,23,mar,2011,2011-03-23,Brazil,Dilma,56,5,38,27,11,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
9-10.jun.2011,10,jun,2011,2011-06-10,Brazil,Dilma,49,10,41,38,3,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
28-31.jul.2011,31,jul,2011,2011-07-31,Brazil,Dilma,48,12,40,36,4,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
ago.2011,,aug,2011,2011-08-01,Brazil,Dilma,49,"9,3","41,5","37,1","4,4",100,Ot-Bom,Evaluation,,,,,MDA,Mda,TRUE,,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf,
2-5.ago.2011,5,aug,2011,2011-08-05,Brazil,Dilma,48,11,42,39,3,101,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
7-12.ago.2011,12,aug,2011,2011-08-12,Brazil,Dilma,49,"9,3","41,7","37,1","4,6",100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,CNT-Sensus,Rodrigues,
16-20.set.2011,20,sep,2011,2011-09-20,Brazil,Dilma,51,11,38,34,4,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
2-5.dez.2011,5,dec,2011,2011-12-05,Brazil,Dilma,56,9,35,32,3,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
18-19.jan.2012,19,jan,2012,2012-01-19,Brazil,Dilma,59,6,35,33,2,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
16-19.mar.2012,19,mar,2012,2012-03-19,Brazil,Dilma,56,8,36,34,2,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
18-19.abr.2012,19,apr,2012,2012-04-19,Brazil,Dilma,64,5,30,29,1,99,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Rodrigues,
16-19.jun.2012,19,jun,2012,2012-06-19,Brazil,Dilma,59,8,33,32,1,100,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
12-16.jul.2012,16,jul,2012,2012-07-16,Brazil,Dilma,57,"7,1","36,5","35,5",1,100,Ot-Bom,Evaluation,,,,,Sensus,Sensus,TRUE,CNT-Sensus,CNT website,
18-22.jul.2012,22,jul,2012,2012-07-22,Brazil,Dilma,57,7,"36,4","35,5","0,9",100,Ot-Bom,Evaluation,,,,,MDA,Mda,TRUE,CNT-MDA,http://www.cnt.org.br/Imagens%20CNT/PDFs%20CNT/Microsoft%20Word%20-%20Microsoft%20Word%20-%20PESQUISA_CNT_OPINIAO_112_ULTIMA.pdf,
09.ago.2012,9,aug,2012,2012-08-09,Brazil,Dilma,62,7,31,30,1,100,Ot-Bom,Evaluation,,,,,Datafolha,Datafolha,TRUE,,Datfolha,
17-21.set.2012,21,sep,2012,2012-09-21,Brazil,Dilma,62,7,30,29,1,99,Ot-Bom,Evaluation,,,,,IBOPE,Ibope/Ipec,FALSE,,Rodrigues,
