"","idInterview","state","city","region","type","sex","age_full","age_60","P1","P2","P3","P4","P5","P6","P7","P8_1","P8_2","P8_3","P8_4","P8_5","P8_6","P8_7","P8_8","P8_9","P8_10","P8_11","P8_99","P9","P10_1","P10_2","P10_3","P10_4","P10_5","P10_6","P10_7","P11_1","P11_2","P11_3","P11_4","P11_5","P11_6","P11_7","P12_1","P12_2","P12_3","P12_4","P12_5","P12_6","P12_7","P12A","P13_1","P13_2","P13_3","P13_4","P13_5","P13_6","P13_7","P14","P15","P16","P17_1","P17_2","P17_3","P17_4","P17_5","P17_6","P17_7","P17_8","P18","P19","P20","P21","P22","P23_1","P23_2","P23_3","P23_4","P23_5","P24","P25_1","P25_2","P25_3","P25_4","P25_5","P25_6","P25_7","P25_8","P26_1","P26_2","P26_3","P26_4","P26_5","P26_6","P27","P28","P29","P30","P31_1","P31_2","P31_3","P31_4","P31_5","P31_6","P31_7","P31_8","P31_9","P31_10","P31_11","P31_12","P31_13","P32_1","P32_2","P32_3","P32_4","P32_5","P32_6","P33","P34_1","P34_2","P34_3","P34_4","P35","P36","P37","P38","P39_1","P39_2","P39_3","P39_4","P39_5","P40_1","P40_2","education_full","race","religion_full","income_full","class_full","age_50","education","income","class","religion","evaluation","approval"
"1475",28859339,"PR","COLOMBO","South","Metropolitan region","Women",41,"35-44 age","Bad","Strongly disapproves","Unsure","I no longer have a defined political orientation","Mildly interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Convenience","Facebook","Youtube",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Does not use","No trust at all","Shorter and concise news videos and texts","News from sources who share your point of view","Ignores",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Often","No",NA,"Not much responsibility","Not much responsibility","Not much responsibility","Not much responsibility","Not much responsibility","Yes, a great deal","Minor","Minor","Minor","Minor","Not impacted at all","Moderate","Unsure","Major","Moderate","Moderate","Moderate","Moderate","Moderate","Moderate","Government, politicians, or political parties in my country","Never","No","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","Yes","No","No","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Don't trust","In paper vote (dropped in the ballot box)","Very worried","Very worried","Very worried","Very worried","Very worried","Confidence in the independence and reliability of the electoral justice","Guaranteeing that there is no internal interference (inside Brazil)","Elementary School","Pardo (brown)","Catholic","Between R$ 600,01 and R$ 1.200,00","D","40-49 age","Elementary School","Up to 1 MW","D/E","Catholic","Bad/Terrible","Disapproves"
"1476",28859345,"PR","TUPaSSI","South","Countryside","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Quite interested","Once a day",NA,NA,NA,NA,NA,"Television","Alternative news services",NA,NA,NA,NA,NA,"Convenience","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Great deal","Great deal","Not very much","Not very much","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A fair amount of responsibility","Yes, a great deal","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Moderate","Moderate","Moderate","Moderate","Unsure","Minor","Activists or groups of activists","Yes, always","Yes","Never","Government","Judiciary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banking Institutions","Yes","Yes","Yes","No","No","Yes","Yes, for better","Disagree","Agree","Agree","Disagree","Friends and family","Increased a great deal","Great deal","Electronic ballot","Very worried","Very worried","Very worried","Very worried","Very worried","Confidence in the independence and reliability of the electoral justice","Trust in the voting system (electronic ballot or paper ballot)","Elementary School","Pardo (brown)","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","30-39 age","Elementary School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"1477",28859417,"PR","CAMPINA DA LAGOA","South","Countryside","Women",35,"35-44 age","Good","Approves","Fair amount","Right/Center-Right","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,NA,"Alternative news services",NA,NA,"Social media",NA,NA,"Ease of access","Instagram","Youtube",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,"Audio Channel/Podcast",NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Great deal","Not very much","Not very much","Great deal","Not very much","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, but not very much","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Minor","Minor","Major","Minor","Major","Major","Major","Major","Major","Major","Minor","Minor","Major","Friends and family","Yes, always","Yes","Yes, rarely",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Agree","Agree","Academia/Scientists","Increased a great deal","Great deal","Printed vote (from the electronic ballot)","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Trust in the voting system (electronic ballot or paper ballot)","Confidence in the independence and reliability of the electoral justice","Elementary School","Pardo (brown)","None at all","Between R$ 600,01 and R$ 1.200,00","D","30-39 age","Elementary School","Up to 1 MW","D/E","No religion","Excellent/Good","Approves"
"1478",28859517,"PR","SULINA","South","Countryside","Women",35,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Quite interested","Extremely interested","More than once a day",NA,"Online newspaper",NA,NA,NA,NA,"Alternative news services",NA,NA,NA,NA,NA,"Convenience","Youtube","Instagram","WhatsApp",NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Great deal","Not very much","Great deal","Not very much","Great deal","Not very much","No trust at all","Shorter and concise news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","Yes","Hardly ever","Yes","I just sent a message warning that the information was not true","Not much responsibility","Not much responsibility","No responsibility at all","No responsibility at all","No responsibility at all","Yes, a great deal","Major","Minor","Major","Major","Minor","Major","Minor","Not impacted at all","Major","Minor","Major","Major","Unsure","Major","Journalists or the press","Yes, always","Never heard of fact-checking agencies","Yes, rarely",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,"Bar Association - OAB","NGOs",NA,"No","Yes","No","No","No","No","It did not change","Disagree","Agree","Disagree","Disagree","Academia/Scientists","Increased a great deal","Great deal","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Very worried","Slightly worried","Guaranteeing that there is no external interference (from other countries)","Guaranteeing that there is no internal interference (inside Brazil)","Elementary School","Pardo (brown)","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","30-39 age","Elementary School","Up to 1 MW","D/E","Evangelicals","Bad/Terrible","Disapproves"
"1479",28859579,"PR","CURITIBA","South","Capital","Women",40,"35-44 age","Good","Approves","Fair amount","Right/Center-Right","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,NA,NA,"WhatsApp or telephone","Friends, family, or acquaintances",NA,NA,NA,"Ease of access","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","SmartTV",NA,NA,NA,NA,NA,"Celular","Great deal","Not very much","Not very much","Not very much","Not very much","No trust at all","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, always","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,"NGOs","Banking Institutions","Yes","No","Yes","No","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Not worried","Not worried","Not worried","Not worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","Middle School","Pardo (brown)","Protestant / Evangelical","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","Elementary School","3 to 6 MWs","A/B","Evangelicals","Excellent/Good","Approves"
"1480",28846718,"RS","SANTIAGO","South","Countryside","Women",39,"35-44 age","Terrible","Strongly disapproves","None at all","Left/Center-Left","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Trusted content","Facebook","Instagram","Youtube",NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook","SmartTV",NA,NA,NA,NA,"Celular","Not very much","No trust at all","Not very much","Not very much","No trust at all","No trust at all","Not very much","It depends on the content of the news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,"I participate in a campaign or group about a specific journalistic subject",NA,NA,"Not at all","Yes","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Not much responsibility","Yes, a great deal","Major","Minor","Minor","Major","Minor","Major","Unsure","Major","Major","Minor","Minor","Unsure","Unsure","Major","Journalists or the press","Never","No","Yes, rarely",NA,"Judiciary",NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,"Church",NA,NA,NA,NA,"No","No","No","No","Unsure","Yes","Yes, for worse","Disagree","Disagree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a fair amount","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Slightly worried","Slightly worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","Higher Education","White","Protestant / Evangelical","Between R$ 3.600,01 and R$ 7.200,00","B2","30-39 age","Higher Education","3 to 6 MWs","A/B","Evangelicals","Bad/Terrible","Disapproves"
"1481",28856731,"RS","CAXIAS DO SUL","South","Countryside","Women",44,"35-44 age","Bad","Disapproves","Not very much","Right/Center-Right","Mildly interested","Mildly interested","a few times a week",NA,NA,NA,NA,"Radio","Television",NA,NA,NA,NA,NA,NA,"Ease of access","WhatsApp","Youtube","Facebook","Twiter","Instagram",NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,"YouTube channel",NA,NA,"Celular","Tablet",NA,NA,NA,NA,NA,"Celular","Great deal","Great deal","Great deal","Great deal","Great deal","No trust at all","Not very much","Indifferent","News from sources with different points of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)","I comment on journalistic news on social media or website",NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Sometimes","No",NA,"A great deal of responsibility","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","A fair amount of responsibility","Yes, a great deal","Moderate","Moderate","Moderate","Moderate","Moderate","Major","Major","Major","Major","Moderate","Major","Major","Unsure","Major","Scientists","Yes, rarely","Yes","Never",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,NA,"Press",NA,NA,NA,"No","No","No","No","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a fair amount","Great deal","Electronic ballot","Slightly worried","Not worried","Not worried","Not worried","Not worried","Guaranteeing that there is no internal interference (inside Brazil)","Guaranteeing my vote was counted","Higher Education","White","No defined religion / I have my own spirituality","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","Higher Education","3 to 6 MWs","A/B","No religion","Bad/Terrible","Disapproves"
"1482",28859307,"RS","PORTO ALEGRE","South","Capital","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,NA,"Alternative news services","WhatsApp or telephone",NA,NA,NA,NA,"Convenience","Instagram","Facebook","Youtube","WhatsApp",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","No trust at all","Not very much","Indifferent","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Not at all","No","Often","No",NA,"A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Minor","Not impacted at all","Minor","Minor","Minor","Minor","Major","Major","Unsure","Unsure","Unsure","Minor","Journalists or the press","Yes, rarely","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banking Institutions","No","No","No","No","No","No","It did not change","Disagree","Disagree","Agree","Agree","Friends and family","No change at all","Don't trust","Printed vote (from the electronic ballot)","Unsure","Unsure","Unsure","Unsure","Unsure","None of the above",NA,"High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves"
"1483",28846704,"SC","PALHOcA","South","Metropolitan region","Women",39,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Not interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Convenience","WhatsApp","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","No trust at all","No trust at all","No trust at all","Not very much","No trust at all","No trust at all","Not very much","Indifferent","News from sources with different points of view","Ignores",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, a fair amount","No","Hardly ever","No",NA,"No responsibility at all","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","No","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","I am not worried about it","Never","No","Never",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,"Bar Association - OAB",NA,NA,"No","Yes","No","No","No","Yes","It did not change","Disagree","Disagree","Disagree","Disagree","WHO/Anvisa","No change at all","Don't trust","Either one of the above","Slightly worried","Not worried","Not worried","Not worried","Slightly worried","Agility/speed in counting votes","Guaranteeing my vote was counted","High School","White","Catholic","Between R$ 3.600,01 and R$ 7.200,00","B2","30-39 age","High School","3 to 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"1484",28859409,"SC","NAVEGANTES","South","Countryside","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Mildly interested","Unsure","Unsure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","None at all","WhatsApp","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","SmartTV",NA,NA,NA,NA,NA,NA,"SmartTV","No trust at all","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Shorter and concise news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)","I comment on journalistic news on social media or website","I write about journalistic news or about the subject",NA,NA,NA,NA,NA,"Unsure","Unsure","Unsure","Unsure",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Unsure","Major","Major","Major","Major","Major","Major","Government, politicians, or political parties in my country","Yes, rarely","Never heard of fact-checking agencies","Unsure",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,NA,NA,"Banking Institutions","No","No","No","No","No","No","It did not change","Disagree","Disagree","Disagree","Disagree","Church","Unsure","Unsure","Unsure","Not worried","Not worried","Not worried","Not worried","Not worried","Unsure",NA,"High School","White","Protestant / Evangelical","Between R$ 1.800,01 and R$ 3.600,00","C1","30-39 age","High School","1 to 3 MWs","C","Evangelicals","Bad/Terrible","Disapproves"
"1485",28845324,"DF","BRASiLIA","Center-West","Capital","Women",40,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Not interested","Mildly interested","Less than once a week",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Ease of access","WhatsApp","Facebook","Youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","No trust at all","Not very much","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Sometimes","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Minor","Moderate","Major","Not impacted at all","Major","Minor","Major","Major","Moderate","Major","Moderate","Moderate","Major","Journalists or the press","Never","Yes","Never",NA,"Judiciary",NA,NA,NA,"Academia/Scientists",NA,NA,"Church",NA,NA,NA,NA,"Yes","No","Yes","No","No","Yes","Yes, for worse","Disagree","Disagree","Disagree","Disagree","Federal government","Increased a great deal","Not very much","Printed vote (from the electronic ballot)","Slightly worried","Slightly worried","Not worried","Not worried","Slightly worried","None of the above",NA,"High School","Black","Spiritist / Kardecist","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","High School","3 to 6 MWs","A/B","Other religion","Bad/Terrible","Disapproves"
"1486",28845347,"DF","BRASiLIA","Center-West","Capital","Women",38,"35-44 age","Terrible","Strongly disapproves","None at all","I never had a political orientation","Not interested","Mildly interested","a few times a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Convenience","WhatsApp","Instagram","Facebook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None of the above","Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Yes, but not very much","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","Major","I am not worried about it","Never","Never heard of fact-checking agencies","Never",NA,NA,NA,NA,NA,NA,NA,NA,"Church",NA,"Bar Association - OAB","NGOs",NA,"Yes","Yes","Yes","No","No","No","It did not change","Disagree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a great deal","Great deal","Electronic ballot","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","None of the above",NA,"Higher Education","Pardo (brown)","Catholic","Between R$ 3.600,01 and R$ 7.200,00","B2","30-39 age","Higher Education","3 to 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
"1487",28858143,"GO","HIDROLÂNDIA","Center-West","Metropolitan region","Women",44,"35-44 age","Good","Approves","Fair amount","I no longer have a defined political orientation","Mildly interested","Quite interested","Once a day",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Social media",NA,NA,"Ease of access","Facebook","Youtube",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","Great deal","Great deal","No trust at all","Great deal","Not very much","Not very much","Great deal","Indifferent","News from sources with different points of view","Read/watch until the end",NA,NA,NA,"I share journalistic news with people I know",NA,NA,NA,NA,"Yes, a fair amount","Yes","Often","Yes","I just sent a message warning that the information was not true","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Major","Major","Minor","Minor","Major","Major","Major","Major","Major","Major","Major","Major","Minor","Government, politicians, or political parties in my country","Yes, always","Yes","Yes, rarely",NA,"Judiciary",NA,NA,NA,NA,NA,NA,"Church","Press",NA,NA,NA,"No","No","No","No","Yes","No","Yes, for better","Disagree","Agree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a fair amount","Not very much","Printed vote (from the electronic ballot)","Very worried","Very worried","Very worried","Slightly worried","Very worried","Guaranteeing my vote was counted","None of the above","High School","Black","Protestant / Evangelical","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","High School","3 to 6 MWs","A/B","Evangelicals","Excellent/Good","Approves"
"1488",28859774,"GO","ITUMBIARA","Center-West","Countryside","Women",36,"35-44 age","Regular","Neither approves nor disapproves","Not very much","Right/Center-Right","Not interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,"Social media",NA,NA,"Trusted content","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","PC/desktop","SmartTV",NA,NA,NA,NA,"Celular","Not very much","Not very much","No trust at all","Not very much","No trust at all","No trust at all","No trust at all","Shorter and concise news videos and texts","News from sources who share your point of view","Read/watch until the end","I react to journalistic news (eg like, hate, favorite, etc.)",NA,NA,NA,NA,NA,NA,NA,"Yes, a fair amount","No","Often","No",NA,"A fair amount of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Moderate","Minor","Major","Moderate","Major","Major","Major","Major","Major","Major","Major","Major","Minor","Major","People in general","Yes, rarely","Yes","Yes, rarely",NA,"Judiciary","Legislative",NA,NA,"Academia/Scientists",NA,NA,NA,NA,NA,NA,NA,"No","Yes","Yes","Yes","Yes","Yes","Yes, for worse","Disagree","Agree","Disagree","Disagree","WHO/Anvisa","Increased a great deal","Great deal","Electronic ballot","Slightly worried","Very worried","Very worried","Slightly worried","Very worried","Agility/speed in counting votes","Convenience/ease of voting","High School","White","Protestant / Evangelical","Between R$ 600,01 and R$ 1.200,00","D","30-39 age","High School","Up to 1 MW","D/E","Evangelicals","Regular","Neither approves nor disapproves"
"1489",28830143,"MS","CAMPO GRANDE","Center-West","Capital","Women",40,"35-44 age","Good","Approves","Fair amount","Unsure","Minimally interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,"Television",NA,NA,NA,NA,NA,NA,"Convenience","Facebook","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular","PC/desktop",NA,NA,NA,NA,NA,"Celular","Does not use","Does not use","Not very much","Not very much","Great deal","No trust at all","Not very much","Shorter and concise news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Hardly ever","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Not impacted at all","Moderate","Not impacted at all","Moderate","Not impacted at all","Moderate","Major","Minor","Major","Major","Major","Major","Major","Major","Friends and family","Yes, always","Yes","Never",NA,"Judiciary",NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,NA,"Press",NA,NA,NA,"No","No","No","No","No","Yes","It did not change","Disagree","Agree","Disagree","Disagree","Press","Increased a great deal","Not very much","In paper vote (dropped in the ballot box)","Very worried","Very worried","Very worried","Very worried","Slightly worried","Agility/speed in counting votes","Guaranteeing my vote was counted","Higher Education","Pardo (brown)","Protestant / Evangelical","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","Higher Education","3 to 6 MWs","A/B","Evangelicals","Excellent/Good","Approves"
"1490",28859751,"MS","CAMPO GRANDE","Center-West","Capital","Women",40,"35-44 age","Good","Approves","Fair amount","Unsure","Minimally interested","Extremely interested","More than once a day",NA,NA,NA,NA,NA,NA,"Alternative news services",NA,NA,NA,NA,NA,"Convenience","Youtube","Instagram",NA,NA,NA,NA,NA,NA,NA,NA,NA,"YouTube channel",NA,NA,"Celular",NA,NA,NA,NA,NA,NA,"Celular","No trust at all","No trust at all","No trust at all","No trust at all","Not very much","No trust at all","No trust at all","Longer and in-depth news videos and texts","News from sources that don't have a particular political preference/do not express their opinion","Read/watch until the end",NA,NA,NA,NA,NA,NA,NA,"None of the above","Not at all","No","Often","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Yes, a great deal","Minor","Minor","Minor","Minor","Minor","Minor","Minor","Major","Major","Major","Major","Major","Major","Major","People in general","Never","No","Never",NA,NA,NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Yes","No","No","No","Yes","Yes, for worse","Disagree","Agree","Agree","Agree","Social media","No change at all","Don't trust","In paper vote (dropped in the ballot box)","Very worried","Very worried","Very worried","Very worried","Very worried","Guaranteeing that there is no external interference (from other countries)","Trust in the voting system (electronic ballot or paper ballot)","Middle School","White","Spiritist / Kardecist","Between R$ 3.600,01 and R$ 7.200,00","B2","40-49 age","Elementary School","3 to 6 MWs","A/B","Other religion","Excellent/Good","Approves"
"1491",28856765,"MT","NOVA OLiMPIA","Center-West","Countryside","Women",39,"35-44 age","Bad","Strongly disapproves","None at all","I never had a political orientation","Not interested","Not interested","Never",NA,NA,NA,NA,NA,"Television",NA,"WhatsApp or telephone",NA,NA,NA,NA,"Ease of access","WhatsApp","Facebook","Instagram","Youtube",NA,NA,NA,NA,NA,"TV (paid or free)/ Streaming",NA,NA,NA,NA,"Celular","LapTop/notebook",NA,NA,NA,NA,NA,"Celular","No trust at all","Not very much","No trust at all","Not very much","No trust at all","No trust at all","Not very much","Longer and in-depth news videos and texts","News from sources with different points of view","Read/watch until the end",NA,NA,NA,NA,NA,NA,"I talk to friends or colleagues about the news.",NA,"Yes, a fair amount","No","Never","No",NA,"A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","A great deal of responsibility","Not much responsibility","Yes, a great deal","Major","Minor","Major","Major","Minor","Major","Major","Major","Major","Minor","Minor","Minor","Minor","Major","Journalists or the press","Never","No","Never",NA,"Judiciary",NA,"Armed Forces (Military, Navy, Air force)",NA,NA,NA,NA,NA,NA,"Bar Association - OAB",NA,NA,"No","No","No","No","No","Yes","Yes, for worse","Disagree","Disagree","Disagree","Disagree","Doctors and Healthcare professionals","Increased a fair amount","Don't trust","Printed vote (from the electronic ballot)","Very worried","Very worried","Slightly worried","Slightly worried","Not worried","Agility/speed in counting votes","Guaranteeing my vote was counted","High School","White","Catholic","Between R$ 3.600,01 and R$ 7.200,00","B2","30-39 age","High School","3 to 6 MWs","A/B","Catholic","Bad/Terrible","Disapproves"
